geografie,geslacht,migratieachtergrond,huishouden,bins,uitkomst,N,mean,parents_income,opleiding_ouders,type,subgroep,sample,sd,uitkomst_NL
Almere,Totaal,Totaal,Eenoudergezin,30% - 40%,c00_preterm_birth,338,7.10059171597633,29.2068455739812,Totaal,10,NA,NA,NA,Vroeggeboorte
Almere,Totaal,Totaal,Eenoudergezin,40% - 50%,c00_preterm_birth,338,10.6508875739645,33.1259529411178,Totaal,10,NA,NA,NA,Vroeggeboorte
Almere,Totaal,Totaal,Eenoudergezin,50% - 60%,c00_preterm_birth,336,9.22619047619048,38.6805070141694,Totaal,10,NA,NA,NA,Vroeggeboorte
Almere,Totaal,Totaal,Eenoudergezin,60% - 70%,c00_preterm_birth,336,11.3095238095238,45.3698797542947,Totaal,10,NA,NA,NA,Vroeggeboorte
Almere,Totaal,Totaal,Eenoudergezin,70% - 80%,c00_preterm_birth,336,7.73809523809524,54.5399562288348,Totaal,10,NA,NA,NA,Vroeggeboorte
Almere,Totaal,Totaal,Eenoudergezin,80% - 90%,c00_preterm_birth,336,7.73809523809524,67.9878375336964,Totaal,10,NA,NA,NA,Vroeggeboorte
Almere,Totaal,Totaal,Eenoudergezin,90% - 100%,c00_preterm_birth,336,6.84523809523809,106.145323114248,Totaal,10,NA,NA,NA,Vroeggeboorte
Almere,Totaal,Totaal,Tweeoudergezin,0% - 10%,c00_preterm_birth,1776,8.22072072072072,27.1694905469994,Totaal,10,NA,NA,NA,Vroeggeboorte
Almere,Totaal,Totaal,Tweeoudergezin,10% - 20%,c00_preterm_birth,1776,7.93918918918919,43.680697531524,Totaal,10,NA,NA,NA,Vroeggeboorte
Almere,Totaal,Totaal,Tweeoudergezin,20% - 30%,c00_preterm_birth,1774,7.44081172491545,55.4676089660448,Totaal,10,NA,NA,NA,Vroeggeboorte
Almere,Totaal,Totaal,Tweeoudergezin,30% - 40%,c00_preterm_birth,1774,6.20067643742954,64.6353750766328,Totaal,10,NA,NA,NA,Vroeggeboorte
Almere,Totaal,Totaal,Tweeoudergezin,40% - 50%,c00_preterm_birth,1774,7.32807215332582,72.6959853149767,Totaal,10,NA,NA,NA,Vroeggeboorte
Almere,Totaal,Totaal,Tweeoudergezin,50% - 60%,c00_preterm_birth,1774,7.44081172491544,80.9988889272766,Totaal,10,NA,NA,NA,Vroeggeboorte
Almere,Totaal,Totaal,Tweeoudergezin,60% - 70%,c00_preterm_birth,1774,7.60992108229989,89.7685072058346,Totaal,10,NA,NA,NA,Vroeggeboorte
Almere,Totaal,Totaal,Tweeoudergezin,70% - 80%,c00_preterm_birth,1774,8.68094701240135,100.721280866973,Totaal,10,NA,NA,NA,Vroeggeboorte
Almere,Totaal,Totaal,Tweeoudergezin,80% - 90%,c00_preterm_birth,1774,7.49718151071026,116.362754346305,Totaal,10,NA,NA,NA,Vroeggeboorte
Almere,Totaal,Totaal,Tweeoudergezin,90% - 100%,c00_preterm_birth,1774,7.55355129650507,164.641004894756,Totaal,10,NA,NA,NA,Vroeggeboorte
Almere,Totaal,Zonder migratieachtergrond,Totaal,0% - 10%,c00_preterm_birth,804,9.82587064676617,30.2976528874049,Totaal,10,NA,NA,NA,Vroeggeboorte
Almere,Totaal,Zonder migratieachtergrond,Totaal,10% - 20%,c00_preterm_birth,804,8.95522388059702,49.2127258882565,Totaal,10,NA,NA,NA,Vroeggeboorte
Almere,Totaal,Zonder migratieachtergrond,Totaal,20% - 30%,c00_preterm_birth,804,7.83582089552239,60.7954537408452,Totaal,10,NA,NA,NA,Vroeggeboorte
Almere,Totaal,Zonder migratieachtergrond,Totaal,30% - 40%,c00_preterm_birth,803,6.47572610761653,69.0686033578631,Totaal,10,NA,NA,NA,Vroeggeboorte
Almere,Totaal,Zonder migratieachtergrond,Totaal,40% - 50%,c00_preterm_birth,802,8.10473815461347,76.7745695536045,Totaal,10,NA,NA,NA,Vroeggeboorte
Almere,Totaal,Zonder migratieachtergrond,Totaal,50% - 60%,c00_preterm_birth,802,8.4788029925187,84.5239565038998,Totaal,10,NA,NA,NA,Vroeggeboorte
Almere,Totaal,Zonder migratieachtergrond,Totaal,60% - 70%,c00_preterm_birth,802,7.73067331670823,92.8991120426222,Totaal,10,NA,NA,NA,Vroeggeboorte
Almere,Totaal,Zonder migratieachtergrond,Totaal,70% - 80%,c00_preterm_birth,802,9.10224438902743,103.76551832087,Totaal,10,NA,NA,NA,Vroeggeboorte
Almere,Totaal,Zonder migratieachtergrond,Totaal,80% - 90%,c00_preterm_birth,802,7.60598503740648,120.066323039581,Totaal,10,NA,NA,NA,Vroeggeboorte
Almere,Totaal,Zonder migratieachtergrond,Totaal,90% - 100%,c00_preterm_birth,802,7.73067331670823,168.520966070025,Totaal,10,NA,NA,NA,Vroeggeboorte
Almere,Totaal,Zonder migratieachtergrond,Tweeoudergezin,0% - 10%,c00_preterm_birth,737,8.6827648167786,36.6188523661762,Totaal,10,NA,NA,NA,Vroeggeboorte
Almere,Totaal,Zonder migratieachtergrond,Tweeoudergezin,10% - 20%,c00_preterm_birth,736,9.375,54.8282157393324,Totaal,10,NA,NA,NA,Vroeggeboorte
Almere,Totaal,Zonder migratieachtergrond,Tweeoudergezin,20% - 30%,c00_preterm_birth,736,7.06521739130435,64.5790056955278,Totaal,10,NA,NA,NA,Vroeggeboorte
Almere,Totaal,Zonder migratieachtergrond,Tweeoudergezin,30% - 40%,c00_preterm_birth,736,7.60869565217391,72.0762992748186,Totaal,10,NA,NA,NA,Vroeggeboorte
Almere,Totaal,Zonder migratieachtergrond,Tweeoudergezin,40% - 50%,c00_preterm_birth,736,8.28804347826087,79.6078087628813,Totaal,10,NA,NA,NA,Vroeggeboorte
Almere,Totaal,Zonder migratieachtergrond,Tweeoudergezin,50% - 60%,c00_preterm_birth,736,7.06521739130435,86.7675150982276,Totaal,10,NA,NA,NA,Vroeggeboorte
Almere,Totaal,Zonder migratieachtergrond,Tweeoudergezin,60% - 70%,c00_preterm_birth,736,8.55978260869565,95.1071770603743,Totaal,10,NA,NA,NA,Vroeggeboorte
Almere,Totaal,Zonder migratieachtergrond,Tweeoudergezin,70% - 80%,c00_preterm_birth,736,8.55978260869565,105.952150315242,Totaal,10,NA,NA,NA,Vroeggeboorte
Almere,Totaal,Zonder migratieachtergrond,Tweeoudergezin,80% - 90%,c00_preterm_birth,736,8.15217391304348,122.188763185584,Totaal,10,NA,NA,NA,Vroeggeboorte
Almere,Totaal,Zonder migratieachtergrond,Tweeoudergezin,90% - 100%,c00_preterm_birth,736,7.33695652173913,171.158979188419,Totaal,10,NA,NA,NA,Vroeggeboorte
Almere,Totaal,Suriname,Totaal,0% - 10%,c00_preterm_birth,370,11.8918918918919,18.7937483329722,Totaal,10,NA,NA,NA,Vroeggeboorte
Almere,Totaal,Suriname,Totaal,10% - 20%,c00_preterm_birth,370,9.18918918918919,28.7374542297362,Totaal,10,NA,NA,NA,Vroeggeboorte
Almere,Totaal,Suriname,Totaal,20% - 30%,c00_preterm_birth,370,10.5405405405405,37.1114400838579,Totaal,10,NA,NA,NA,Vroeggeboorte
Almere,Totaal,Suriname,Totaal,30% - 40%,c00_preterm_birth,370,13.2432432432432,46.7611676636486,Totaal,10,NA,NA,NA,Vroeggeboorte
Almere,Totaal,Suriname,Totaal,40% - 50%,c00_preterm_birth,370,10,56.175925565426,Totaal,10,NA,NA,NA,Vroeggeboorte
Almere,Totaal,Suriname,Totaal,50% - 60%,c00_preterm_birth,369,7.59106933019977,66.3506126850643,Totaal,10,NA,NA,NA,Vroeggeboorte
Almere,Totaal,Suriname,Totaal,60% - 70%,c00_preterm_birth,368,7.33695652173913,76.6134859416422,Totaal,10,NA,NA,NA,Vroeggeboorte
Almere,Totaal,Suriname,Totaal,70% - 80%,c00_preterm_birth,368,7.88043478260869,87.3216662970648,Totaal,10,NA,NA,NA,Vroeggeboorte
Almere,Totaal,Suriname,Totaal,80% - 90%,c00_preterm_birth,368,10.054347826087,102.409954218972,Totaal,10,NA,NA,NA,Vroeggeboorte
Almere,Totaal,Suriname,Totaal,90% - 100%,c00_preterm_birth,368,6.79347826086956,142.510839995267,Totaal,10,NA,NA,NA,Vroeggeboorte
Almere,Totaal,Suriname,Tweeoudergezin,0% - 10%,c00_preterm_birth,238,13.0252100840336,25.621259853124,Totaal,10,NA,NA,NA,Vroeggeboorte
Almere,Totaal,Suriname,Tweeoudergezin,10% - 20%,c00_preterm_birth,238,10.0840336134454,42.7396667778752,Totaal,10,NA,NA,NA,Vroeggeboorte
Almere,Totaal,Suriname,Tweeoudergezin,20% - 30%,c00_preterm_birth,238,9.66386554621849,53.5885848929079,Totaal,10,NA,NA,NA,Vroeggeboorte
Almere,Totaal,Suriname,Tweeoudergezin,30% - 40%,c00_preterm_birth,238,7.56302521008403,62.9576524103404,Totaal,10,NA,NA,NA,Vroeggeboorte
Almere,Totaal,Suriname,Tweeoudergezin,40% - 50%,c00_preterm_birth,238,8.82352941176471,71.7100765523639,Totaal,10,NA,NA,NA,Vroeggeboorte
Almere,Totaal,Suriname,Tweeoudergezin,50% - 60%,c00_preterm_birth,238,5.88235294117647,79.2249006850039,Totaal,10,NA,NA,NA,Vroeggeboorte
Almere,Totaal,Suriname,Tweeoudergezin,60% - 70%,c00_preterm_birth,238,7.14285714285714,87.2589534748462,Totaal,10,NA,NA,NA,Vroeggeboorte
Almere,Totaal,Suriname,Tweeoudergezin,70% - 80%,c00_preterm_birth,238,11.7647058823529,97.7178472213035,Totaal,10,NA,NA,NA,Vroeggeboorte
Almere,Totaal,Suriname,Tweeoudergezin,80% - 90%,c00_preterm_birth,238,8.40336134453782,112.148492877474,Totaal,10,NA,NA,NA,Vroeggeboorte
Almere,Totaal,Suriname,Tweeoudergezin,90% - 100%,c00_preterm_birth,237,7.59151118074348,151.459066640498,Totaal,10,NA,NA,NA,Vroeggeboorte
Almere,Totaal,Overig,Totaal,0% - 10%,c00_preterm_birth,638,8.30721003134796,20.0881291409842,Totaal,10,NA,NA,NA,Vroeggeboorte
Almere,Totaal,Overig,Totaal,10% - 20%,c00_preterm_birth,638,5.95611285266458,30.6872134668513,Totaal,10,NA,NA,NA,Vroeggeboorte
Almere,Totaal,Overig,Totaal,20% - 30%,c00_preterm_birth,638,8.30721003134796,40.7564929622651,Totaal,10,NA,NA,NA,Vroeggeboorte
Almere,Totaal,Overig,Totaal,30% - 40%,c00_preterm_birth,638,5.01567398119122,52.0477298829418,Totaal,10,NA,NA,NA,Vroeggeboorte
Almere,Totaal,Overig,Totaal,40% - 50%,c00_preterm_birth,638,6.26959247648903,62.5310874387276,Totaal,10,NA,NA,NA,Vroeggeboorte
Almere,Totaal,Overig,Totaal,50% - 60%,c00_preterm_birth,638,7.05329153605016,72.485820395086,Totaal,10,NA,NA,NA,Vroeggeboorte
Almere,Totaal,Overig,Totaal,60% - 70%,c00_preterm_birth,638,6.89655172413793,82.9474401666653,Totaal,10,NA,NA,NA,Vroeggeboorte
Almere,Totaal,Overig,Totaal,70% - 80%,c00_preterm_birth,638,8.30721003134796,95.4448069776612,Totaal,10,NA,NA,NA,Vroeggeboorte
Almere,Totaal,Overig,Totaal,80% - 90%,c00_preterm_birth,636,7.54716981132075,112.533990712942,Totaal,10,NA,NA,NA,Vroeggeboorte
Almere,Totaal,Overig,Totaal,90% - 100%,c00_preterm_birth,636,5.81761006289308,164.101869258256,Totaal,10,NA,NA,NA,Vroeggeboorte
Almere,Totaal,Overig,Tweeoudergezin,0% - 10%,c00_preterm_birth,544,7.16911764705882,23.5264463167487,Totaal,10,NA,NA,NA,Vroeggeboorte
Almere,Totaal,Overig,Tweeoudergezin,10% - 20%,c00_preterm_birth,544,7.35294117647059,37.1319935571147,Totaal,10,NA,NA,NA,Vroeggeboorte
Almere,Totaal,Overig,Tweeoudergezin,20% - 30%,c00_preterm_birth,544,4.41176470588235,48.8216921788244,Totaal,10,NA,NA,NA,Vroeggeboorte
Almere,Totaal,Overig,Tweeoudergezin,30% - 40%,c00_preterm_birth,544,7.16911764705882,59.5501732125011,Totaal,10,NA,NA,NA,Vroeggeboorte
Almere,Totaal,Overig,Tweeoudergezin,40% - 50%,c00_preterm_birth,542,7.74907749077491,68.7650946793001,Totaal,10,NA,NA,NA,Vroeggeboorte
Almere,Totaal,Overig,Tweeoudergezin,50% - 60%,c00_preterm_birth,542,6.45756457564576,77.8712662452378,Totaal,10,NA,NA,NA,Vroeggeboorte
Almere,Totaal,Overig,Tweeoudergezin,60% - 70%,c00_preterm_birth,542,6.64206642066421,87.78192035659,Totaal,10,NA,NA,NA,Vroeggeboorte
Almere,Totaal,Overig,Tweeoudergezin,70% - 80%,c00_preterm_birth,542,8.30258302583026,100.153674559852,Totaal,10,NA,NA,NA,Vroeggeboorte
Almere,Totaal,Overig,Tweeoudergezin,80% - 90%,c00_preterm_birth,542,7.01107011070111,116.486869986587,Totaal,10,NA,NA,NA,Vroeggeboorte
Almere,Totaal,Overig,Tweeoudergezin,90% - 100%,c00_preterm_birth,542,6.08856088560886,169.473539729697,Totaal,10,NA,NA,NA,Vroeggeboorte
Almere,Totaal,Wel migratieachtergrond,Totaal,0% - 10%,c00_preterm_birth,1322,9.53101361573374,19.7479437153869,Totaal,10,NA,NA,NA,Vroeggeboorte
Almere,Totaal,Wel migratieachtergrond,Totaal,10% - 20%,c00_preterm_birth,1322,8.24508320726173,30.0430946659836,Totaal,10,NA,NA,NA,Vroeggeboorte
Almere,Totaal,Wel migratieachtergrond,Totaal,20% - 30%,c00_preterm_birth,1322,8.77458396369138,38.977108799883,Totaal,10,NA,NA,NA,Vroeggeboorte
Almere,Totaal,Wel migratieachtergrond,Totaal,30% - 40%,c00_preterm_birth,1322,6.73222390317701,48.6202948816419,Totaal,10,NA,NA,NA,Vroeggeboorte
Almere,Totaal,Wel migratieachtergrond,Totaal,40% - 50%,c00_preterm_birth,1322,7.41301059001513,58.7099409518184,Totaal,10,NA,NA,NA,Vroeggeboorte
Almere,Totaal,Wel migratieachtergrond,Totaal,50% - 60%,c00_preterm_birth,1322,6.8078668683812404,68.3457991942026,Totaal,10,NA,NA,NA,Vroeggeboorte
Almere,Totaal,Wel migratieachtergrond,Totaal,60% - 70%,c00_preterm_birth,1320,6.43939393939394,78.4078563300475,Totaal,10,NA,NA,NA,Vroeggeboorte
Almere,Totaal,Wel migratieachtergrond,Totaal,70% - 80%,c00_preterm_birth,1320,7.72727272727273,90.1984029305245,Totaal,10,NA,NA,NA,Vroeggeboorte
Almere,Totaal,Wel migratieachtergrond,Totaal,80% - 90%,c00_preterm_birth,1320,7.27272727272727,106.308561593379,Totaal,10,NA,NA,NA,Vroeggeboorte
Almere,Totaal,Wel migratieachtergrond,Totaal,90% - 100%,c00_preterm_birth,1320,7.5,152.291892405038,Totaal,10,NA,NA,NA,Vroeggeboorte
Almere,Totaal,Wel migratieachtergrond,Eenoudergezin,0% - 10%,c00_preterm_birth,272,13.6029411764706,14.5638428121094,Totaal,10,NA,NA,NA,Vroeggeboorte
Almere,Totaal,Wel migratieachtergrond,Eenoudergezin,10% - 20%,c00_preterm_birth,272,7.35294117647059,22.6833037959666,Totaal,10,NA,NA,NA,Vroeggeboorte
Almere,Totaal,Wel migratieachtergrond,Eenoudergezin,20% - 30%,c00_preterm_birth,272,10.6617647058824,26.3008871067843,Totaal,10,NA,NA,NA,Vroeggeboorte
Almere,Totaal,Wel migratieachtergrond,Eenoudergezin,30% - 40%,c00_preterm_birth,272,6.61764705882353,28.7963684614438,Totaal,10,NA,NA,NA,Vroeggeboorte
Almere,Totaal,Wel migratieachtergrond,Eenoudergezin,40% - 50%,c00_preterm_birth,272,11.0294117647059,32.2731716217344,Totaal,10,NA,NA,NA,Vroeggeboorte
Almere,Totaal,Wel migratieachtergrond,Eenoudergezin,50% - 60%,c00_preterm_birth,272,8.82352941176471,37.3734727351245,Totaal,10,NA,NA,NA,Vroeggeboorte
Almere,Totaal,Wel migratieachtergrond,Eenoudergezin,60% - 70%,c00_preterm_birth,272,10.2941176470588,43.8898982330318,Totaal,10,NA,NA,NA,Vroeggeboorte
Almere,Totaal,Wel migratieachtergrond,Eenoudergezin,70% - 80%,c00_preterm_birth,272,8.45588235294118,52.531118431283,Totaal,10,NA,NA,NA,Vroeggeboorte
Almere,Totaal,Wel migratieachtergrond,Eenoudergezin,80% - 90%,c00_preterm_birth,270,8.14814814814815,65.7722396917444,Totaal,10,NA,NA,NA,Vroeggeboorte
Almere,Totaal,Wel migratieachtergrond,Eenoudergezin,90% - 100%,c00_preterm_birth,270,5.55555555555556,104.282693239379,Totaal,10,NA,NA,NA,Vroeggeboorte
Almere,Totaal,Wel migratieachtergrond,Tweeoudergezin,0% - 10%,c00_preterm_birth,1040,7.88461538461538,23.9754932184732,Totaal,10,NA,NA,NA,Vroeggeboorte
Almere,Totaal,Wel migratieachtergrond,Tweeoudergezin,10% - 20%,c00_preterm_birth,1039,8.56658514895509,37.924924644433,Totaal,10,NA,NA,NA,Vroeggeboorte
Almere,Totaal,Wel migratieachtergrond,Tweeoudergezin,20% - 30%,c00_preterm_birth,1038,5.39499036608863,48.5778264864138,Totaal,10,NA,NA,NA,Vroeggeboorte
Almere,Totaal,Wel migratieachtergrond,Tweeoudergezin,30% - 40%,c00_preterm_birth,1038,7.61078998073218,58.5273983585206,Totaal,10,NA,NA,NA,Vroeggeboorte
Almere,Totaal,Wel migratieachtergrond,Tweeoudergezin,40% - 50%,c00_preterm_birth,1038,5.68400770712909,67.1722232779187,Totaal,10,NA,NA,NA,Vroeggeboorte
Almere,Totaal,Wel migratieachtergrond,Tweeoudergezin,50% - 60%,c00_preterm_birth,1038,7.22543352601156,75.7957789889601,Totaal,10,NA,NA,NA,Vroeggeboorte
Almere,Totaal,Wel migratieachtergrond,Tweeoudergezin,60% - 70%,c00_preterm_birth,1038,6.06936416184971,85.1059216529682,Totaal,10,NA,NA,NA,Vroeggeboorte
Almere,Totaal,Wel migratieachtergrond,Tweeoudergezin,70% - 80%,c00_preterm_birth,1038,8.47784200385356,96.5837640996971,Totaal,10,NA,NA,NA,Vroeggeboorte
Almere,Totaal,Wel migratieachtergrond,Tweeoudergezin,80% - 90%,c00_preterm_birth,1038,8.1888246628131,111.878291170721,Totaal,10,NA,NA,NA,Vroeggeboorte
Almere,Totaal,Wel migratieachtergrond,Tweeoudergezin,90% - 100%,c00_preterm_birth,1038,7.41811175337187,159.049203475928,Totaal,10,NA,NA,NA,Vroeggeboorte
Almere,Mannen,Totaal,Totaal,0% - 10%,c00_preterm_birth,1087,10.0271842162279,21.9065626617612,Totaal,10,NA,NA,NA,Vroeggeboorte
Almere,Mannen,Totaal,Totaal,10% - 20%,c00_preterm_birth,1086,9.85267034990792,34.4454055521548,Totaal,10,NA,NA,NA,Vroeggeboorte
Almere,Mannen,Totaal,Totaal,20% - 30%,c00_preterm_birth,1086,8.56353591160221,46.3335011416368,Totaal,10,NA,NA,NA,Vroeggeboorte
Almere,Mannen,Totaal,Totaal,30% - 40%,c00_preterm_birth,1086,8.65561694290976,57.1288203345724,Totaal,10,NA,NA,NA,Vroeggeboorte
Almere,Mannen,Totaal,Totaal,40% - 50%,c00_preterm_birth,1086,6.81399631675875,66.3689628132374,Totaal,10,NA,NA,NA,Vroeggeboorte
Almere,Mannen,Totaal,Totaal,50% - 60%,c00_preterm_birth,1086,7.91896869244936,75.377578193908107,Totaal,10,NA,NA,NA,Vroeggeboorte
Almere,Mannen,Totaal,Totaal,60% - 70%,c00_preterm_birth,1086,7.4585635359116,84.8825005185391,Totaal,10,NA,NA,NA,Vroeggeboorte
Almere,Mannen,Totaal,Totaal,70% - 80%,c00_preterm_birth,1086,8.10313075506446,95.9960736078055,Totaal,10,NA,NA,NA,Vroeggeboorte
Almere,Mannen,Totaal,Totaal,80% - 90%,c00_preterm_birth,1086,8.19521178637201,112.301375428399,Totaal,10,NA,NA,NA,Vroeggeboorte
Almere,Mannen,Totaal,Totaal,90% - 100%,c00_preterm_birth,1086,7.91896869244935,159.122966769826,Totaal,10,NA,NA,NA,Vroeggeboorte
Almere,Mannen,Totaal,Eenoudergezin,0% - 10%,c00_preterm_birth,173,10.9663191659984,14.5482878863971,Totaal,10,NA,NA,NA,Vroeggeboorte
Almere,Mannen,Totaal,Eenoudergezin,10% - 20%,c00_preterm_birth,172,9.30232558139535,23.1223637324042,Totaal,10,NA,NA,NA,Vroeggeboorte
Almere,Mannen,Totaal,Eenoudergezin,20% - 30%,c00_preterm_birth,172,12.7906976744186,26.7356480049529,Totaal,10,NA,NA,NA,Vroeggeboorte
Almere,Mannen,Totaal,Eenoudergezin,30% - 40%,c00_preterm_birth,172,9.88372093023256,29.1759917168299,Totaal,10,NA,NA,NA,Vroeggeboorte
Almere,Mannen,Totaal,Eenoudergezin,40% - 50%,c00_preterm_birth,172,13.3720930232558,33.1860542094699,Totaal,10,NA,NA,NA,Vroeggeboorte
Almere,Mannen,Totaal,Eenoudergezin,50% - 60%,c00_preterm_birth,172,6.3953488372093,38.9373341365206,Totaal,10,NA,NA,NA,Vroeggeboorte
Almere,Mannen,Totaal,Eenoudergezin,60% - 70%,c00_preterm_birth,172,14.5348837209302,45.8937144017071,Totaal,10,NA,NA,NA,Vroeggeboorte
Almere,Mannen,Totaal,Eenoudergezin,70% - 80%,c00_preterm_birth,172,6.97674418604651,55.2102684850819,Totaal,10,NA,NA,NA,Vroeggeboorte
Almere,Mannen,Totaal,Eenoudergezin,80% - 90%,c00_preterm_birth,172,8.13953488372093,68.8087840859153,Totaal,10,NA,NA,NA,Vroeggeboorte
Almere,Mannen,Totaal,Eenoudergezin,90% - 100%,c00_preterm_birth,172,8.72093023255814,108.433634760389,Totaal,10,NA,NA,NA,Vroeggeboorte
Almere,Mannen,Totaal,Tweeoudergezin,0% - 10%,c00_preterm_birth,908,9.03083700440529,27.2274727729934,Totaal,10,NA,NA,NA,Vroeggeboorte
Almere,Mannen,Totaal,Tweeoudergezin,10% - 20%,c00_preterm_birth,908,8.59030837004405,43.8521737196423,Totaal,10,NA,NA,NA,Vroeggeboorte
Almere,Mannen,Totaal,Tweeoudergezin,20% - 30%,c00_preterm_birth,908,9.03083700440529,55.5159515506786,Totaal,10,NA,NA,NA,Vroeggeboorte
Almere,Mannen,Totaal,Tweeoudergezin,30% - 40%,c00_preterm_birth,908,6.49779735682819,64.4524266451637,Totaal,10,NA,NA,NA,Vroeggeboorte
Almere,Mannen,Totaal,Tweeoudergezin,40% - 50%,c00_preterm_birth,908,7.48898678414097,72.5243504807419,Totaal,10,NA,NA,NA,Vroeggeboorte
Almere,Mannen,Totaal,Tweeoudergezin,50% - 60%,c00_preterm_birth,908,8.48017621145374,81.0911707475783,Totaal,10,NA,NA,NA,Vroeggeboorte
Almere,Mannen,Totaal,Tweeoudergezin,60% - 70%,c00_preterm_birth,908,7.37885462555066,89.5326528812525,Totaal,10,NA,NA,NA,Vroeggeboorte
Almere,Mannen,Totaal,Tweeoudergezin,70% - 80%,c00_preterm_birth,908,7.59911894273128,100.738275682072,Totaal,10,NA,NA,NA,Vroeggeboorte
Almere,Mannen,Totaal,Tweeoudergezin,80% - 90%,c00_preterm_birth,906,8.719646799117,116.988735937416,Totaal,10,NA,NA,NA,Vroeggeboorte
Almere,Mannen,Totaal,Tweeoudergezin,90% - 100%,c00_preterm_birth,906,7.50551876379691,164.035435327694,Totaal,10,NA,NA,NA,Vroeggeboorte
Almere,Mannen,Zonder migratieachtergrond,Totaal,0% - 10%,c00_preterm_birth,416,10.8173076923077,30.0805098944452,Totaal,10,NA,NA,NA,Vroeggeboorte
Almere,Mannen,Zonder migratieachtergrond,Totaal,10% - 20%,c00_preterm_birth,416,10.5769230769231,49.3240294570574,Totaal,10,NA,NA,NA,Vroeggeboorte
Almere,Mannen,Zonder migratieachtergrond,Totaal,20% - 30%,c00_preterm_birth,416,8.65384615384615,60.5049205380611,Totaal,10,NA,NA,NA,Vroeggeboorte
Almere,Mannen,Zonder migratieachtergrond,Totaal,30% - 40%,c00_preterm_birth,416,6.73076923076923,68.8659237865389,Totaal,10,NA,NA,NA,Vroeggeboorte
Almere,Mannen,Zonder migratieachtergrond,Totaal,40% - 50%,c00_preterm_birth,416,8.17307692307692,76.8863168427336,Totaal,10,NA,NA,NA,Vroeggeboorte
Almere,Mannen,Zonder migratieachtergrond,Totaal,50% - 60%,c00_preterm_birth,416,9.61538461538461,84.6474581876377,Totaal,10,NA,NA,NA,Vroeggeboorte
Almere,Mannen,Zonder migratieachtergrond,Totaal,60% - 70%,c00_preterm_birth,415,7.46701969528057,92.8640964697179,Totaal,10,NA,NA,NA,Vroeggeboorte
Almere,Mannen,Zonder migratieachtergrond,Totaal,70% - 80%,c00_preterm_birth,414,7.97101449275362,104.156171749736,Totaal,10,NA,NA,NA,Vroeggeboorte
Almere,Mannen,Zonder migratieachtergrond,Totaal,80% - 90%,c00_preterm_birth,414,8.45410628019324,120.76328208941,Totaal,10,NA,NA,NA,Vroeggeboorte
Almere,Mannen,Zonder migratieachtergrond,Totaal,90% - 100%,c00_preterm_birth,414,8.45410628019324,165.975572482266,Totaal,10,NA,NA,NA,Vroeggeboorte
Almere,Mannen,Zonder migratieachtergrond,Tweeoudergezin,0% - 10%,c00_preterm_birth,380,9.73684210526316,36.4054331973467,Totaal,10,NA,NA,NA,Vroeggeboorte
Almere,Mannen,Zonder migratieachtergrond,Tweeoudergezin,10% - 20%,c00_preterm_birth,380,9.73684210526316,54.6870476264161,Totaal,10,NA,NA,NA,Vroeggeboorte
