geografie,geslacht,migratieachtergrond,huishouden,bins,uitkomst,N,mean,parents_income,opleiding_ouders,type,subgroep,sample,sd,uitkomst_NL
Almere,Mannen,Nederlandse Antillen,Eenoudergezin,Totaal,c21_hbo_followed,82,20.7317073170732,53.236968723947,Totaal,1,NA,NA,NA,Hbo of hoger
Almere,Mannen,Nederlandse Antillen,Tweeoudergezin,Totaal,c21_hbo_followed,91,28.5714285714286,78.1751317791339,Totaal,1,NA,NA,NA,Hbo of hoger
Almere,Mannen,Overig,Totaal,Totaal,c21_hbo_followed,1755,48.1481481481481,88.1071034977343,Totaal,1,NA,NA,NA,Hbo of hoger
Almere,Mannen,Overig,Eenoudergezin,Totaal,c21_hbo_followed,428,39.4859813084112,72.4806673482056,Totaal,1,NA,NA,NA,Hbo of hoger
Almere,Mannen,Overig,Tweeoudergezin,Totaal,c21_hbo_followed,1316,51.2917933130699,93.4989744947681,Totaal,1,NA,NA,NA,Hbo of hoger
Almere,Mannen,Wel migratieachtergrond,Totaal,Totaal,c21_hbo_followed,3341,40.796168811733,81.2738794250239,Totaal,1,NA,NA,NA,Hbo of hoger
Almere,Mannen,Wel migratieachtergrond,Eenoudergezin,Totaal,c21_hbo_followed,965,30.7772020725389,68.2510002296516,Totaal,1,NA,NA,NA,Hbo of hoger
Almere,Mannen,Wel migratieachtergrond,Tweeoudergezin,Totaal,c21_hbo_followed,2346,45.2685421994885,87.11381640269,Totaal,1,NA,NA,NA,Hbo of hoger
Almere,Vrouwen,Totaal,Totaal,Totaal,c21_hbo_followed,6231,53.6350505536832,92.3676560589721,Totaal,1,NA,NA,NA,Hbo of hoger
Almere,Vrouwen,Totaal,Eenoudergezin,Totaal,c21_hbo_followed,1450,44.2758620689655,76.6737539755921,Totaal,1,NA,NA,NA,Hbo of hoger
Almere,Vrouwen,Totaal,Tweeoudergezin,Totaal,c21_hbo_followed,4717,57.0701717193131,97.8530466641233,Totaal,1,NA,NA,NA,Hbo of hoger
Almere,Vrouwen,Zonder migratieachtergrond,Totaal,Totaal,c21_hbo_followed,2968,55.222371967655,106.230653248589,Totaal,1,NA,NA,NA,Hbo of hoger
Almere,Vrouwen,Zonder migratieachtergrond,Eenoudergezin,Totaal,c21_hbo_followed,527,43.2637571157495,94.9483357529654,Totaal,1,NA,NA,NA,Hbo of hoger
Almere,Vrouwen,Zonder migratieachtergrond,Tweeoudergezin,Totaal,c21_hbo_followed,2419,58.24720959074,109.21508732484,Totaal,1,NA,NA,NA,Hbo of hoger
Almere,Vrouwen,Turkije,Totaal,Totaal,c21_hbo_followed,174,50,65.3317132235489,Totaal,1,NA,NA,NA,Hbo of hoger
Almere,Vrouwen,Turkije,Tweeoudergezin,Totaal,c21_hbo_followed,137,52.5547445255474,67.7385111576715,Totaal,1,NA,NA,NA,Hbo of hoger
Almere,Vrouwen,Marokko,Totaal,Totaal,c21_hbo_followed,280,45,55.6666415335622,Totaal,1,NA,NA,NA,Hbo of hoger
Almere,Vrouwen,Marokko,Eenoudergezin,Totaal,c21_hbo_followed,56,30.3571428571429,55.5109456326575,Totaal,1,NA,NA,NA,Hbo of hoger
Almere,Vrouwen,Marokko,Tweeoudergezin,Totaal,c21_hbo_followed,222,48.6486486486487,55.7325105142529,Totaal,1,NA,NA,NA,Hbo of hoger
Almere,Vrouwen,Suriname,Totaal,Totaal,c21_hbo_followed,994,48.2897384305835,79.2138061806204,Totaal,1,NA,NA,NA,Hbo of hoger
Almere,Vrouwen,Suriname,Eenoudergezin,Totaal,c21_hbo_followed,365,43.013698630137,65.2687322162715,Totaal,1,NA,NA,NA,Hbo of hoger
Almere,Vrouwen,Suriname,Tweeoudergezin,Totaal,c21_hbo_followed,618,51.7799352750809,87.9223510385404,Totaal,1,NA,NA,NA,Hbo of hoger
Almere,Vrouwen,Nederlandse Antillen,Totaal,Totaal,c21_hbo_followed,185,43.7837837837838,76.3433281296341,Totaal,1,NA,NA,NA,Hbo of hoger
Almere,Vrouwen,Nederlandse Antillen,Eenoudergezin,Totaal,c21_hbo_followed,73,36.986301369863,52.1275160457913,Totaal,1,NA,NA,NA,Hbo of hoger
Almere,Vrouwen,Nederlandse Antillen,Tweeoudergezin,Totaal,c21_hbo_followed,109,48.6238532110092,94.2297338452413,Totaal,1,NA,NA,NA,Hbo of hoger
Almere,Vrouwen,Overig,Totaal,Totaal,c21_hbo_followed,1630,56.9938650306749,86.1557480268884,Totaal,1,NA,NA,NA,Hbo of hoger
Almere,Vrouwen,Overig,Eenoudergezin,Totaal,c21_hbo_followed,395,50.379746835443,72.1257559714698,Totaal,1,NA,NA,NA,Hbo of hoger
Almere,Vrouwen,Overig,Tweeoudergezin,Totaal,c21_hbo_followed,1212,60.2310231023102,91.6845524605342,Totaal,1,NA,NA,NA,Hbo of hoger
Almere,Vrouwen,Wel migratieachtergrond,Totaal,Totaal,c21_hbo_followed,3263,52.191235059761,79.7579791791731,Totaal,1,NA,NA,NA,Hbo of hoger
Almere,Vrouwen,Wel migratieachtergrond,Eenoudergezin,Totaal,c21_hbo_followed,923,44.8537378114843,66.239621151458,Totaal,1,NA,NA,NA,Hbo of hoger
Almere,Vrouwen,Wel migratieachtergrond,Tweeoudergezin,Totaal,c21_hbo_followed,2298,55.8311575282855,85.892743636154,Totaal,1,NA,NA,NA,Hbo of hoger
Aalsmeer,Totaal,Totaal,Totaal,Totaal,c21_hbo_followed,1754,60.2052451539339,111.516527678222,Totaal,1,NA,NA,NA,Hbo of hoger
Aalsmeer,Totaal,Totaal,Eenoudergezin,Totaal,c21_hbo_followed,241,50.207468879668,92.7381024181716,Totaal,1,NA,NA,NA,Hbo of hoger
Aalsmeer,Totaal,Totaal,Tweeoudergezin,Totaal,c21_hbo_followed,1507,61.9774386197744,114.753235285219,Totaal,1,NA,NA,NA,Hbo of hoger
Aalsmeer,Totaal,Zonder migratieachtergrond,Totaal,Totaal,c21_hbo_followed,1281,61.8266978922717,115.936792677743,Totaal,1,NA,NA,NA,Hbo of hoger
Aalsmeer,Totaal,Zonder migratieachtergrond,Eenoudergezin,Totaal,c21_hbo_followed,148,55.4054054054054,103.30588208361,Totaal,1,NA,NA,NA,Hbo of hoger
Aalsmeer,Totaal,Zonder migratieachtergrond,Tweeoudergezin,Totaal,c21_hbo_followed,1130,62.7433628318584,117.681801572775,Totaal,1,NA,NA,NA,Hbo of hoger
Aalsmeer,Totaal,Suriname,Totaal,Totaal,c21_hbo_followed,52,53.8461538461538,96.6021733980095,Totaal,1,NA,NA,NA,Hbo of hoger
Aalsmeer,Totaal,Overig,Totaal,Totaal,c21_hbo_followed,371,59.2991913746631,105.336614544433,Totaal,1,NA,NA,NA,Hbo of hoger
Aalsmeer,Totaal,Overig,Eenoudergezin,Totaal,c21_hbo_followed,68,44.1176470588235,79.8055889596872,Totaal,1,NA,NA,NA,Hbo of hoger
Aalsmeer,Totaal,Overig,Tweeoudergezin,Totaal,c21_hbo_followed,302,62.9139072847682,111.336748686101,Totaal,1,NA,NA,NA,Hbo of hoger
Aalsmeer,Totaal,Wel migratieachtergrond,Totaal,Totaal,c21_hbo_followed,473,55.8139534883721,99.5453660198983,Totaal,1,NA,NA,NA,Hbo of hoger
Aalsmeer,Totaal,Wel migratieachtergrond,Eenoudergezin,Totaal,c21_hbo_followed,93,41.9354838709677,75.9205605850016,Totaal,1,NA,NA,NA,Hbo of hoger
Aalsmeer,Totaal,Wel migratieachtergrond,Tweeoudergezin,Totaal,c21_hbo_followed,377,59.6816976127321,105.97530450289,Totaal,1,NA,NA,NA,Hbo of hoger
Aalsmeer,Mannen,Totaal,Totaal,Totaal,c21_hbo_followed,882,54.875283446712,109.57768441315,Totaal,1,NA,NA,NA,Hbo of hoger
Aalsmeer,Mannen,Totaal,Eenoudergezin,Totaal,c21_hbo_followed,111,42.3423423423423,93.1767145716628,Totaal,1,NA,NA,NA,Hbo of hoger
Aalsmeer,Mannen,Totaal,Tweeoudergezin,Totaal,c21_hbo_followed,769,56.8270481144343,112.160734495271,Totaal,1,NA,NA,NA,Hbo of hoger
Aalsmeer,Mannen,Zonder migratieachtergrond,Totaal,Totaal,c21_hbo_followed,643,55.3654743390358,110.340275859562,Totaal,1,NA,NA,NA,Hbo of hoger
Aalsmeer,Mannen,Zonder migratieachtergrond,Eenoudergezin,Totaal,c21_hbo_followed,71,47.887323943662,96.9312278524293,Totaal,1,NA,NA,NA,Hbo of hoger
Aalsmeer,Mannen,Zonder migratieachtergrond,Tweeoudergezin,Totaal,c21_hbo_followed,571,56.3922942206655,112.15096968411,Totaal,1,NA,NA,NA,Hbo of hoger
Aalsmeer,Mannen,Overig,Totaal,Totaal,c21_hbo_followed,194,57.2164948453608,112.602316218778,Totaal,1,NA,NA,NA,Hbo of hoger
Aalsmeer,Mannen,Overig,Tweeoudergezin,Totaal,c21_hbo_followed,163,61.9631901840491,116.759216525448,Totaal,1,NA,NA,NA,Hbo of hoger
Aalsmeer,Mannen,Wel migratieachtergrond,Totaal,Totaal,c21_hbo_followed,239,53.5564853556485,107.526026253974,Totaal,1,NA,NA,NA,Hbo of hoger
Aalsmeer,Mannen,Wel migratieachtergrond,Tweeoudergezin,Totaal,c21_hbo_followed,198,58.0808080808081,112.188894632505,Totaal,1,NA,NA,NA,Hbo of hoger
Aalsmeer,Vrouwen,Totaal,Totaal,Totaal,c21_hbo_followed,872,65.5963302752293,113.477605384406,Totaal,1,NA,NA,NA,Hbo of hoger
Aalsmeer,Vrouwen,Totaal,Eenoudergezin,Totaal,c21_hbo_followed,130,56.9230769230769,92.3635951178831,Totaal,1,NA,NA,NA,Hbo of hoger
Aalsmeer,Vrouwen,Totaal,Tweeoudergezin,Totaal,c21_hbo_followed,738,67.3441734417344,117.45463515984,Totaal,1,NA,NA,NA,Hbo of hoger
Aalsmeer,Vrouwen,Zonder migratieachtergrond,Totaal,Totaal,c21_hbo_followed,638,68.3385579937304,121.577169345596,Totaal,1,NA,NA,NA,Hbo of hoger
Aalsmeer,Vrouwen,Zonder migratieachtergrond,Eenoudergezin,Totaal,c21_hbo_followed,77,62.3376623376623,109.183810011062,Totaal,1,NA,NA,NA,Hbo of hoger
Aalsmeer,Vrouwen,Zonder migratieachtergrond,Tweeoudergezin,Totaal,c21_hbo_followed,559,69.2307692307692,123.331363305203,Totaal,1,NA,NA,NA,Hbo of hoger
Aalsmeer,Vrouwen,Overig,Totaal,Totaal,c21_hbo_followed,177,61.5819209039548,97.3730771160549,Totaal,1,NA,NA,NA,Hbo of hoger
Aalsmeer,Vrouwen,Overig,Tweeoudergezin,Totaal,c21_hbo_followed,139,64.0287769784173,104.978027406867,Totaal,1,NA,NA,NA,Hbo of hoger
Aalsmeer,Vrouwen,Wel migratieachtergrond,Totaal,Totaal,c21_hbo_followed,234,58.1196581196581,91.3941788577436,Totaal,1,NA,NA,NA,Hbo of hoger
Aalsmeer,Vrouwen,Wel migratieachtergrond,Eenoudergezin,Totaal,c21_hbo_followed,53,49.0566037735849,67.9266791410012,Totaal,1,NA,NA,NA,Hbo of hoger
Aalsmeer,Vrouwen,Wel migratieachtergrond,Tweeoudergezin,Totaal,c21_hbo_followed,179,61.4525139664804,99.1021712868916,Totaal,1,NA,NA,NA,Hbo of hoger
Amstelveen,Totaal,Totaal,Totaal,Totaal,c21_hbo_followed,4169,69.6090189493883,133.98805306036,Totaal,1,NA,NA,NA,Hbo of hoger
Amstelveen,Totaal,Totaal,Eenoudergezin,Totaal,c21_hbo_followed,892,60.2017937219731,114.821676619367,Totaal,1,NA,NA,NA,Hbo of hoger
Amstelveen,Totaal,Totaal,Tweeoudergezin,Totaal,c21_hbo_followed,3265,72.2205206738132,139.425364170202,Totaal,1,NA,NA,NA,Hbo of hoger
Amstelveen,Totaal,Zonder migratieachtergrond,Totaal,Totaal,c21_hbo_followed,2309,69.9436985708099,142.065677406055,Totaal,1,NA,NA,NA,Hbo of hoger
Amstelveen,Totaal,Zonder migratieachtergrond,Eenoudergezin,Totaal,c21_hbo_followed,425,59.2941176470588,132.88494742001,Totaal,1,NA,NA,NA,Hbo of hoger
Amstelveen,Totaal,Zonder migratieachtergrond,Tweeoudergezin,Totaal,c21_hbo_followed,1879,72.3789249600852,144.178095276221,Totaal,1,NA,NA,NA,Hbo of hoger
Amstelveen,Totaal,Marokko,Totaal,Totaal,c21_hbo_followed,58,41.3793103448276,67.8541249399586,Totaal,1,NA,NA,NA,Hbo of hoger
Amstelveen,Totaal,Suriname,Totaal,Totaal,c21_hbo_followed,199,63.3165829145729,114.123373843129,Totaal,1,NA,NA,NA,Hbo of hoger
Amstelveen,Totaal,Suriname,Eenoudergezin,Totaal,c21_hbo_followed,76,56.578947368421,91.3688534502404,Totaal,1,NA,NA,NA,Hbo of hoger
Amstelveen,Totaal,Suriname,Tweeoudergezin,Totaal,c21_hbo_followed,122,68.0327868852459,128.965606565792,Totaal,1,NA,NA,NA,Hbo of hoger
Amstelveen,Totaal,Overig,Totaal,Totaal,c21_hbo_followed,1514,71.334214002642,126.958739143626,Totaal,1,NA,NA,NA,Hbo of hoger
Amstelveen,Totaal,Overig,Eenoudergezin,Totaal,c21_hbo_followed,347,63.1123919308357,101.960561340663,Totaal,1,NA,NA,NA,Hbo of hoger
Amstelveen,Totaal,Overig,Tweeoudergezin,Totaal,c21_hbo_followed,1161,73.8156761412575,134.848744715227,Totaal,1,NA,NA,NA,Hbo of hoger
Amstelveen,Totaal,Wel migratieachtergrond,Totaal,Totaal,c21_hbo_followed,1860,69.1935483870968,123.960507568849,Totaal,1,NA,NA,NA,Hbo of hoger
Amstelveen,Totaal,Wel migratieachtergrond,Eenoudergezin,Totaal,c21_hbo_followed,467,61.0278372591007,98.3829398093601,Totaal,1,NA,NA,NA,Hbo of hoger
Amstelveen,Totaal,Wel migratieachtergrond,Tweeoudergezin,Totaal,c21_hbo_followed,1386,72.005772005772,132.982087295592,Totaal,1,NA,NA,NA,Hbo of hoger
Amstelveen,Mannen,Totaal,Totaal,Totaal,c21_hbo_followed,2067,65.4088050314465,134.436477619615,Totaal,1,NA,NA,NA,Hbo of hoger
Amstelveen,Mannen,Totaal,Eenoudergezin,Totaal,c21_hbo_followed,433,53.5796766743649,119.189451417571,Totaal,1,NA,NA,NA,Hbo of hoger
Amstelveen,Mannen,Totaal,Tweeoudergezin,Totaal,c21_hbo_followed,1629,68.6310620012277,138.585444454491,Totaal,1,NA,NA,NA,Hbo of hoger
Amstelveen,Mannen,Zonder migratieachtergrond,Totaal,Totaal,c21_hbo_followed,1162,65.92082616179,142.868215047332,Totaal,1,NA,NA,NA,Hbo of hoger
Amstelveen,Mannen,Zonder migratieachtergrond,Eenoudergezin,Totaal,c21_hbo_followed,210,55.2380952380952,140.665475859943,Totaal,1,NA,NA,NA,Hbo of hoger
Amstelveen,Mannen,Zonder migratieachtergrond,Tweeoudergezin,Totaal,c21_hbo_followed,951,68.2439537329127,143.197422704454,Totaal,1,NA,NA,NA,Hbo of hoger
Amstelveen,Mannen,Suriname,Totaal,Totaal,c21_hbo_followed,93,54.8387096774194,107.36439560802,Totaal,1,NA,NA,NA,Hbo of hoger
Amstelveen,Mannen,Suriname,Tweeoudergezin,Totaal,c21_hbo_followed,53,62.2641509433962,119.055919479475,Totaal,1,NA,NA,NA,Hbo of hoger
Amstelveen,Mannen,Overig,Totaal,Totaal,c21_hbo_followed,743,67.563930013459,127.644291406881,Totaal,1,NA,NA,NA,Hbo of hoger
Amstelveen,Mannen,Overig,Eenoudergezin,Totaal,c21_hbo_followed,162,53.7037037037037,101.96529704943,Totaal,1,NA,NA,NA,Hbo of hoger
Amstelveen,Mannen,Overig,Tweeoudergezin,Totaal,c21_hbo_followed,578,71.6262975778547,135.174626518598,Totaal,1,NA,NA,NA,Hbo of hoger
Amstelveen,Mannen,Wel migratieachtergrond,Totaal,Totaal,c21_hbo_followed,905,64.7513812154696,123.610313099164,Totaal,1,NA,NA,NA,Hbo of hoger
Amstelveen,Mannen,Wel migratieachtergrond,Eenoudergezin,Totaal,c21_hbo_followed,223,52.0179372197309,98.9653925256508,Totaal,1,NA,NA,NA,Hbo of hoger
Amstelveen,Mannen,Wel migratieachtergrond,Tweeoudergezin,Totaal,c21_hbo_followed,678,69.1740412979351,132.116430714498,Totaal,1,NA,NA,NA,Hbo of hoger
Amstelveen,Vrouwen,Totaal,Totaal,Totaal,c21_hbo_followed,2102,73.7392959086584,133.547095132683,Totaal,1,NA,NA,NA,Hbo of hoger
Amstelveen,Vrouwen,Totaal,Eenoudergezin,Totaal,c21_hbo_followed,459,66.4488017429194,110.701313901236,Totaal,1,NA,NA,NA,Hbo of hoger
Amstelveen,Vrouwen,Totaal,Tweeoudergezin,Totaal,c21_hbo_followed,1636,75.7946210268949,140.261690097399,Totaal,1,NA,NA,NA,Hbo of hoger
Amstelveen,Vrouwen,Zonder migratieachtergrond,Totaal,Totaal,c21_hbo_followed,1147,74.0191804707934,141.252644503559,Totaal,1,NA,NA,NA,Hbo of hoger
Amstelveen,Vrouwen,Zonder migratieachtergrond,Eenoudergezin,Totaal,c21_hbo_followed,215,63.2558139534884,125.285361501936,Totaal,1,NA,NA,NA,Hbo of hoger
Amstelveen,Vrouwen,Zonder migratieachtergrond,Tweeoudergezin,Totaal,c21_hbo_followed,928,76.6163793103448,145.183073310435,Totaal,1,NA,NA,NA,Hbo of hoger
Amstelveen,Vrouwen,Suriname,Totaal,Totaal,c21_hbo_followed,106,70.7547169811321,120.053420785253,Totaal,1,NA,NA,NA,Hbo of hoger
Amstelveen,Vrouwen,Suriname,Tweeoudergezin,Totaal,c21_hbo_followed,69,72.463768115942,136.57739519731,Totaal,1,NA,NA,NA,Hbo of hoger
Amstelveen,Vrouwen,Overig,Totaal,Totaal,c21_hbo_followed,771,74.9675745784695,126.298083720021,Totaal,1,NA,NA,NA,Hbo of hoger
Amstelveen,Vrouwen,Overig,Eenoudergezin,Totaal,c21_hbo_followed,185,71.3513513513514,101.956414395688,Totaal,1,NA,NA,NA,Hbo of hoger
Amstelveen,Vrouwen,Overig,Tweeoudergezin,Totaal,c21_hbo_followed,583,75.9862778730703,134.525657781525,Totaal,1,NA,NA,NA,Hbo of hoger
Amstelveen,Vrouwen,Wel migratieachtergrond,Totaal,Totaal,c21_hbo_followed,955,73.4031413612565,124.292367249546,Totaal,1,NA,NA,NA,Hbo of hoger
Amstelveen,Vrouwen,Wel migratieachtergrond,Eenoudergezin,Totaal,c21_hbo_followed,244,69.2622950819672,97.8506162202911,Totaal,1,NA,NA,NA,Hbo of hoger
Amstelveen,Vrouwen,Wel migratieachtergrond,Tweeoudergezin,Totaal,c21_hbo_followed,708,74.7175141242938,133.81106351308,Totaal,1,NA,NA,NA,Hbo of hoger
Amsterdam,Totaal,Totaal,Totaal,Totaal,c21_hbo_followed,32574,49.2294467980598,77.4628554790751,Totaal,1,NA,NA,NA,Hbo of hoger
Amsterdam,Totaal,Totaal,Eenoudergezin,Totaal,c21_hbo_followed,11735,41.7724755006391,67.1938285712562,Totaal,1,NA,NA,NA,Hbo of hoger
Amsterdam,Totaal,Totaal,Tweeoudergezin,Totaal,c21_hbo_followed,20444,54.0647622774408,84.0868780946777,Totaal,1,NA,NA,NA,Hbo of hoger
Amsterdam,Totaal,Zonder migratieachtergrond,Totaal,Totaal,c21_hbo_followed,8566,62.9582068643474,114.826483496928,Totaal,1,NA,NA,NA,Hbo of hoger
Amsterdam,Totaal,Zonder migratieachtergrond,Eenoudergezin,Totaal,c21_hbo_followed,2657,55.5890101618367,96.4854322370215,Totaal,1,NA,NA,NA,Hbo of hoger
Amsterdam,Totaal,Zonder migratieachtergrond,Tweeoudergezin,Totaal,c21_hbo_followed,5846,66.8149161820048,123.890873323215,Totaal,1,NA,NA,NA,Hbo of hoger
Amsterdam,Totaal,Turkije,Totaal,Totaal,c21_hbo_followed,3298,37.3862947240752,47.482310134823,Totaal,1,NA,NA,NA,Hbo of hoger
Amsterdam,Totaal,Turkije,Eenoudergezin,Totaal,c21_hbo_followed,717,29.0097629009763,47.0326000484628,Totaal,1,NA,NA,NA,Hbo of hoger
Amsterdam,Totaal,Turkije,Tweeoudergezin,Totaal,c21_hbo_followed,2437,40.3775133360689,48.1277287394851,Totaal,1,NA,NA,NA,Hbo of hoger
Amsterdam,Totaal,Marokko,Totaal,Totaal,c21_hbo_followed,5878,38.1762504253147,45.058890070996,Totaal,1,NA,NA,NA,Hbo of hoger
Amsterdam,Totaal,Marokko,Eenoudergezin,Totaal,c21_hbo_followed,1246,34.991974317817,45.5212684599666,Totaal,1,NA,NA,NA,Hbo of hoger
Amsterdam,Totaal,Marokko,Tweeoudergezin,Totaal,c21_hbo_followed,4610,39.175704989154,44.9840048640918,Totaal,1,NA,NA,NA,Hbo of hoger
Amsterdam,Totaal,Suriname,Totaal,Totaal,c21_hbo_followed,4652,34.092863284608796,65.2751817671706,Totaal,1,NA,NA,NA,Hbo of hoger
Amsterdam,Totaal,Suriname,Eenoudergezin,Totaal,c21_hbo_followed,2930,28.7372013651877,56.7819332765572,Totaal,1,NA,NA,NA,Hbo of hoger
Amsterdam,Totaal,Suriname,Tweeoudergezin,Totaal,c21_hbo_followed,1650,44.4848484848485,81.9425570826658,Totaal,1,NA,NA,NA,Hbo of hoger
